amidha_id,name,link,preview,pacify,aggravate,tridosha,rasa,guna,virya,vipaka,prabhav,attestation_status
A0297,Nagabala,/p/nagabala.html,Grewia hirsuta is a powerful tonic (rasayana) that enhances strength and calms the nervous system.,Vata|Pitta,Kapha,False,Madhura,Guru|Snigdha,Sheeta,Madhura,Balya|rasayan,OBSERVED:AMIDHA_CC_BY_4_0
A0298,Narikela Lavana,/p/narikela-lavana.html,"A special preparation of Coconut and Rock Salt, used for hyperacidity and digestive issues.",Vata|Pitta,Kapha,False,Lavana|Madhura,Laghu,Sheeta,Madhura,Amlapittahara|Deepana,OBSERVED:AMIDHA_CC_BY_4_0
A0299,Pattanga,/p/pattanga.html,Caesalpinia sappan (Sappanwood) is an astringent used to stop bleeding and heal wounds.,Pitta,Vata|Kapha,False,Kashaya|Madhura,Guru,Sheeta,Katu,Raktastambhana|Vranaropana,OBSERVED:AMIDHA_CC_BY_4_0
A0300,Sarja,/p/sarja.html,"The resin of Vateria indica is used as an antiseptic, anti-inflammatory and for wound healing.",Pitta|Kapha,Vata,False,Kashaya|Tikta,Laghu|Snigdha,Sheeta,Katu,Vranaropana|Vishaghna,OBSERVED:AMIDHA_CC_BY_4_0
A0301,Somavalli,/p/somavalli.html,"The legendary Soma plant, often identified as Sarcostemma acidum, is a rejuvenative and vitality booster.",Vata|Pitta,Kapha,False,Amla,Laghu,Ushna,Madhura,rasayan|Balya,OBSERVED:AMIDHA_CC_BY_4_0
A0302,Vyaghranakhi,/p/vyaghranakhi.html,Capparis zeylanica is used for its anti-inflammatory properties in conditions like edema and joint pain.,Kapha|Vata,Pitta,False,Tikta,Laghu|Tikshna,Ushna,Katu,Shothahara|Vatahara,OBSERVED:AMIDHA_CC_BY_4_0
A0303,Manikya Pishti,/p/manikya-pishti.html,Processed Ruby gem is used as a powerful cardiotonic and rejuvenator to enhance vitality and strength.,Vata|Kapha,Pitta,False,Madhura,Guru,Ushna,Madhura,Hridaya|rasayan|Vrishya,OBSERVED:AMIDHA_CC_BY_4_0
A0304,Akshotaka,/p/akshotaka.html,Walnut is a nourishing brain tonic that pacifies Vata dosha and enhances strength and vitality.,Vata,Pitta|Kapha,False,Madhura,Guru|Snigdha,Ushna,Madhura,Medhya|Balya|Brimhaniya,OBSERVED:AMIDHA_CC_BY_4_0
A0305,Chakshushya,/p/chakshushya.html,"As its name suggests, Cassia absus is a specific herb for improving eyesight and treating eye disorders.",Pitta|Kapha,Vata,False,Kashaya|Tikta,Laghu|Ruksha,Sheeta,Katu,Chakshushya|Grahi,OBSERVED:AMIDHA_CC_BY_4_0
A0306,Dadrughna,/p/dadrughna.html,"Cassia alata is a potent anti-fungal herb used topically for skin diseases, especially ringworm.",Pitta|Kapha,Vata,False,Katu,Laghu|Ruksha,Ushna,Katu,Kushtaghna|Kandughna,OBSERVED:AMIDHA_CC_BY_4_0
A0307,Bandhuka,/p/bandhuka.html,Pentapetes phoenicea flower is used for its cooling and soothing properties in Pitta conditions.,Pitta,Vata|Kapha,False,Madhura|Kashaya,Snigdha,Sheeta,Madhura,Dahashamana|Hridaya,OBSERVED:AMIDHA_CC_BY_4_0
A0308,Bhutakeshi,/p/bhutakeshi.html,Selinum wallichianum is a nervine tonic used to calm the mind and treat neurological conditions.,Vata|Kapha,Pitta,False,Tikta,Laghu,Ushna,Katu,Medhya|Vatahara,OBSERVED:AMIDHA_CC_BY_4_0
A0309,Riddhi,/p/riddhi.html,"An Ashtavarga herb, Riddhi is a general tonic used to promote strength, longevity, and tissue nourishment.",Vata|Pitta,Kapha,False,Madhura,Guru|Snigdha,Sheeta,Madhura,rasayan|Brimhaniya,OBSERVED:AMIDHA_CC_BY_4_0
A0310,Vriddhi,/p/vriddhi.html,"Paired with Riddhi in the Ashtavarga group, Vriddhi also enhances vitality and nourishes the body's tissues.",Vata|Pitta,Kapha,False,Madhura,Guru|Snigdha,Sheeta,Madhura,rasayan|Brimhaniya,OBSERVED:AMIDHA_CC_BY_4_0
A0311,Daruharidra,/p/daruharidra.html,"Indian Barberry, a potent alternative to Turmeric, used for skin, liver, and blood sugar control.",Pitta|Kapha,Vata,False,Tikta|Kashaya,Laghu|Ruksha,Ushna,Katu,Kushtaghna|Pramehaghna|Yakrituttejaka,OBSERVED:AMIDHA_CC_BY_4_0
A0312,Akarakarabha,/p/akarakarabha.html,"Anacyclus pyrethrum is a powerful aphrodisiac and nervine stimulant, known to enhance vitality.",Vata|Kapha,Pitta,False,Katu,Ruksha|Tikshna,Ushna,Katu,Vrishya|Vatahara,OBSERVED:AMIDHA_CC_BY_4_0
A0313,Mahabala,/p/mahabala.html,"Sida rhombifolia, a variety of Bala, is a superior tonic for building strength and calming the nervous system.",Vata|Pitta,Kapha,False,Madhura,Guru|Snigdha,Sheeta,Madhura,Balya|Hridaya|rasayan,OBSERVED:AMIDHA_CC_BY_4_0
A0314,Godanti Bhasma,/p/godanti-bhasma.html,"Processed Gypsum is a cooling remedy for fever, headache, and Pitta-related burning sensations.",Pitta,Vata|Kapha,False,Madhura,Laghu,Sheeta,Madhura,Jwaraghna|Shoolaghna,OBSERVED:AMIDHA_CC_BY_4_0
A0315,Kukkutanda Twak Bhasma,/p/kukkutanda-twak-bhasma.html,"Hen's eggshell ash is a rich source of natural calcium, used for osteoporosis and as an aphrodisiac.",Vata|Kapha,Pitta,False,Madhura,Laghu|Ruksha,Ushna,Madhura,Vrishya|Balya,OBSERVED:AMIDHA_CC_BY_4_0
A0316,Samudra Phena,/p/samudra-phena.html,Cuttlefish bone is used externally for skin diseases and internally for ear and eye ailments.,Kapha,Pitta|Vata,False,Kashaya,Laghu|Ruksha,Sheeta,Katu,Lekhana|Kushtaghna,OBSERVED:AMIDHA_CC_BY_4_0
A0317,Chirayata,/p/chirayata.html,"Swertia chirata is an extremely bitter herb used for chronic fevers, liver disorders, and skin diseases.",Pitta|Kapha,Vata,False,Tikta,Laghu|Ruksha,Sheeta,Katu,Jwaraghna|Yakrituttejaka|Krimighna,OBSERVED:AMIDHA_CC_BY_4_0
A0318,Jalapippali,/p/jalapippali.html,Phyla nodiflora is a cooling herb used for its diuretic and anti-inflammatory properties.,Pitta,Vata|Kapha,False,Tikta,Laghu,Sheeta,Katu,Mutrala|Jwaraghna,OBSERVED:AMIDHA_CC_BY_4_0
A0319,Kamala Kesara,/p/kamala-kesara.html,Lotus stamen is a cooling astringent used to stop bleeding and relieve burning sensations.,Pitta,Vata|Kapha,False,Kashaya|Madhura,Laghu|Ruksha,Sheeta,Madhura,Raktastambhana|Grahi,OBSERVED:AMIDHA_CC_BY_4_0
A0320,Kasamarda,/p/kasamarda.html,"Cassia occidentalis is used to treat cough, skin diseases, and to purify the blood.",Kapha|Vata,Pitta,False,Tikta|Madhura,Laghu|Ruksha,Ushna,Katu,Kasahara|Kushtaghna,OBSERVED:AMIDHA_CC_BY_4_0
A0321,Bhumyamalaki,/p/bhumyamalaki.html,"Phyllanthus niruri is a famous herb for liver and kidney health, especially in treating jaundice and stones.",Pitta|Kapha,Vata,False,Tikta|Kashaya|Madhura,Laghu|Ruksha,Sheeta,Madhura,Yakrituttejaka|Kasahara|Mutrala,OBSERVED:AMIDHA_CC_BY_4_0
A0322,Dugdhika,/p/dugdhika.html,"Euphorbia hirta is used to treat respiratory ailments like asthma and bronchitis, and also for intestinal worms.",Kapha|Vata,Pitta,False,Katu|Tikta,Guru,Ushna,Katu,Shwasahara|Krimighna,OBSERVED:AMIDHA_CC_BY_4_0
A0323,Gairika,/p/gairika.html,"Red Ochre is a cooling mineral used to treat bleeding disorders, skin issues, and hiccups.",Pitta,Vata|Kapha,False,Madhura|Kashaya,Snigdha,Sheeta,Madhura,Raktastambhana|Chakshushya,OBSERVED:AMIDHA_CC_BY_4_0
A0324,Grinjana,/p/grinjana.html,"Carrot is a nutritious vegetable that improves eyesight, purifies blood, and pacifies Vata.",Vata|Kapha,Pitta,False,Madhura|Tikta,Guru|Tikshna,Ushna,Madhura,Chakshushya|Grahi|Raktashodhak,OBSERVED:AMIDHA_CC_BY_4_0
A0325,Ishabgula,/p/ishabgula.html,Psyllium Husk is a bulk-forming laxative used to relieve constipation and soothe the digestive tract.,Vata|Pitta,Kapha,False,Madhura,Guru|Snigdha,Sheeta,Madhura,Virechana|Grahi,OBSERVED:AMIDHA_CC_BY_4_0
A0326,Kalajaji,/p/kalajaji.html,"Nigella sativa (Kalonji) is a potent stimulant for digestion and respiration, used to pacify vata and Kapha.",Vata|Kapha,Pitta,False,Katu|Tikta,Laghu|Ruksha,Ushna,Katu,Deepana|Garbhashaya Shodhaka,OBSERVED:AMIDHA_CC_BY_4_0
A0327,Kankshi,/p/kankshi.html,"Alum is a powerful astringent used topically to stop bleeding and purify water, and internally in purified form.",Pitta|Kapha,Vata,False,Kashaya|Amla,Laghu|Ruksha,Ushna,Katu,Raktastambhana|Keshya,OBSERVED:AMIDHA_CC_BY_4_0
A0328,Karira,/p/karira.html,Capparis decidua is used as a digestive stimulant and for joint pain.,Kapha|Vata,Pitta,False,Katu|Tikta,Laghu|Ruksha,Ushna,Katu,Deepana|Vatahara,OBSERVED:AMIDHA_CC_BY_4_0
A0329,Karpasa,/p/karpasa.html,The Cotton plant's seeds and roots are used as a nervine tonic and to promote lactation.,Vata,Pitta|Kapha,False,Madhura,Guru|Snigdha,Ushna,Madhura,Balya|Stanyajanana,OBSERVED:AMIDHA_CC_BY_4_0
A0330,Kataka,/p/kataka.html,Strychnos potatorum (Clearing Nut) is used for eye diseases and to purify water.,Vata|Kapha,Pitta,False,Madhura|Kashaya,Laghu|Snigdha,Sheeta,Madhura,Chakshushya|Vishaghna,OBSERVED:AMIDHA_CC_BY_4_0
A0331,Kovidara,/p/kovidara.html,"Bauhinia variegata, related to Kanchanar, is used for its astringent and anti-inflammatory properties.",Pitta|Kapha,Vata,False,Kashaya,Laghu|Ruksha,Sheeta,Katu,Grahi|Kushtaghna,OBSERVED:AMIDHA_CC_BY_4_0
A0332,Madayantika,/p/madayantika.html,Henna (Lawsonia inermis) is a cooling herb used externally for skin diseases and burning sensations.,Pitta|Kapha,Vata,False,Tikta|Kashaya,Laghu|Ruksha,Sheeta,Katu,Kushtaghna|Dahashamana,OBSERVED:AMIDHA_CC_BY_4_0
A0333,Madhukarkati,/p/madhukarkati.html,Pomelo (Citrus maxima) is a refreshing fruit that aids digestion and acts as a cardiotonic.,Vata|Pitta,Kapha,False,Amla|Madhura,Laghu,Sheeta,Amla,Hridaya|Deepana,OBSERVED:AMIDHA_CC_BY_4_0
A0334,Mulaka,/p/mulaka.html,"Radish is a pungent vegetable that is light and heating, helping to clear sinuses and stimulate digestion.",Vata|Kapha,Pitta,False,Katu|Tikta,Laghu|Tikshna,Ushna,Katu,Deepana|Hridaya,OBSERVED:AMIDHA_CC_BY_4_0
A0335,Nimbu,/p/nimbu.html,"Lemon is a sour fruit that stimulates digestion, cleanses the system, and pacifies Vata dosha.",Vata,Pitta,False,Amla,Laghu|Tikshna,Ushna,Madhura,Deepana|Pachana|Krimighna,OBSERVED:AMIDHA_CC_BY_4_0
A0336,Palankya,/p/palankya.html,"Spinach is an iron-rich leafy vegetable, but its heavy and cold nature can aggravate vata and Kapha if not cooked properly.",Pitta,Vata|Kapha,False,Kashaya|Madhura,Guru,Sheeta,Madhura,Grahi|Raktavardhak,OBSERVED:AMIDHA_CC_BY_4_0
A0337,Panasa,/p/panasa.html,"Jackfruit is a nourishing, strength-promoting fruit that is heavy to digest and pacifies Vata and Pitta.",Vata|Pitta,Kapha,False,Madhura|Kashaya,Guru|Snigdha,Sheeta,Madhura,Balya|Brimhaniya|Vrishya,OBSERVED:AMIDHA_CC_BY_4_0
A0338,Parnayavani,/p/parnayavani.html,"Coleus amboinicus (Indian Borage) is an aromatic herb used for cough, cold, and digestive issues.",Vata|Kapha,Pitta,False,Katu|Tikta,Laghu|Tikshna,Ushna,Katu,Deepana|Pachana|Kasahara,OBSERVED:AMIDHA_CC_BY_4_0
A0339,Priyala,/p/priyala.html,"Buchanania lanzan (Chironji) nuts are aphrodisiac and highly nourishing, pacifying Vata and Pitta.",Vata|Pitta,Kapha,False,Madhura,Guru|Snigdha,Sheeta,Madhura,Vrishya|Brimhaniya,OBSERVED:AMIDHA_CC_BY_4_0
A0340,Rasna,/p/rasna.html,"Pluchea lanceolata is one of the best herbs for pacifying Vata dosha, especially in treating arthritis and joint pain.",Vata|Kapha,Pitta,False,Tikta,Guru,Ushna,Katu,Vatahara|Shothahara,OBSERVED:AMIDHA_CC_BY_4_0
A0341,Sala,/p/sala.html,Shorea robusta resin is an astringent and anti-microbial used for healing wounds and treating diarrhea.,Pitta|Kapha,Vata,False,Kashaya,Laghu|Ruksha,Sheeta,Katu,Grahi|Vranaropana,OBSERVED:AMIDHA_CC_BY_4_0
A0342,Sarshapa Taila,/p/sarshapa-taila.html,Mustard oil is a heating oil excellent for pacifying Kapha and Vata. It is used in cooking and for external massage.,Kapha|Vata,Pitta,False,Katu,Tikshna|Snigdha,Ushna,Katu,Lekhana|Deepana,OBSERVED:AMIDHA_CC_BY_4_0
A0343,Satyanashi,/p/satyanashi.html,Argemone mexicana is a purgative and detoxifying herb used for skin diseases and constipation.,Kapha|Pitta,Vata,False,Tikta,Laghu|Ruksha,Ushna,Katu,Virechana|Kushtaghna,OBSERVED:AMIDHA_CC_BY_4_0
A0344,Shvet Musli,/p/shvet-musli.html,"Chlorophytum borivilianum is a celebrated aphrodisiac and rejuvenative herb, often called 'White Gold'.",Vata|Pitta,Kapha,False,Madhura,Guru|Snigdha,Sheeta,Madhura,Vrishya|Balya|Brimhaniya,OBSERVED:AMIDHA_CC_BY_4_0
A0345,Tankana Bhasma,/p/tankana-bhasma.html,"Purified borax ash is used in small doses to treat cough, cold, and respiratory congestion.",Kapha,Pitta|Vata,False,Lavana,Ruksha|Tikshna,Ushna,Katu,Kasahara|Lekhana,OBSERVED:AMIDHA_CC_BY_4_0
A0346,Taruni,/p/taruni.html,"Rose (Rosa centifolia) is a cooling and calming herb, excellent for pacifying Pitta, soothing the heart, and for skin health.",Pitta,Vata|Kapha,False,Tikta|Kashaya|Madhura,Laghu|Snigdha,Sheeta,Madhura,Hridaya|Varnya|Chakshushya,OBSERVED:AMIDHA_CC_BY_4_0
A0347,Vanapsa,/p/vanapsa.html,"Viola odorata (Sweet Violet) is used for cough, sore throat, and fevers.",Pitta|Kapha,Vata,False,Madhura|Tikta,Snigdha,Sheeta,Madhura,Kasahara|Jwaraghna,OBSERVED:AMIDHA_CC_BY_4_0
A0348,Vathada,/p/vathada.html,"Almond is a highly nourishing nut that pacifies Vata, builds tissues, and supports brain health.",Vata,Pitta|Kapha,False,Madhura,Guru|Snigdha,Ushna,Madhura,Balya|Medhya|Vrishya,OBSERVED:AMIDHA_CC_BY_4_0
A0349,Vetasa,/p/vetasa.html,"Salix caprea is an anti-inflammatory and analgesic herb, used in treating pain and burning sensations.",Pitta|Kapha,Vata,False,Tikta,Laghu,Sheeta,Katu,Shothahara|Dahashamana,OBSERVED:AMIDHA_CC_BY_4_0
A0350,Yuthika,/p/yuthika.html,"A species of Jasmine, Yuthika is a cooling herb used for skin diseases and pacifying Pitta.",Pitta,Vata|Kapha,False,Tikta|Kashaya,Laghu|Snigdha,Sheeta,Katu,Hridaya|Kushtaghna,OBSERVED:AMIDHA_CC_BY_4_0
A0351,Trivanga Bhasma,/p/trivanga-bhasma.html,"A classical formulation of tin, lead, and zinc, used for diabetes and diseases of the urinary tract.",Kapha|Pitta,Vata,False,Tikta|Kashaya,Laghu|Ruksha,Ushna,Katu,Pramehaghna|Vrishya,OBSERVED:AMIDHA_CC_BY_4_0
A0352,Nag Bhasma,/p/nag-bhasma.html,"Purified lead ash used in minute doses for diabetes, skin diseases, and digestive issues.",Kapha|Vata,Pitta,False,Madhura|Tikta,Guru,Ushna,Katu,Pramehaghna|Grahi,OBSERVED:AMIDHA_CC_BY_4_0
A0353,Mrigashringa Bhasma,/p/mrigashringa-bhasma.html,"Ash from deer horn is specifically used for respiratory conditions like pneumonia, pleurisy, and chest pain.",Kapha|Vata,Pitta,False,Kashaya|Madhura,Laghu|Ruksha,Ushna,Katu,Hridaya|Kasahara,OBSERVED:AMIDHA_CC_BY_4_0
A0354,Haratala Bhasma,/p/haratala-bhasma.html,"Purified arsenic trisulphide is a potent medicine for skin diseases, cough, and fever, used with extreme caution.",Kapha|Vata,Pitta,False,Katu|Kashaya,Tikshna|Ruksha,Ushna,Katu,Kushtaghna|Jwaraghna,OBSERVED:AMIDHA_CC_BY_4_0
A0355,Manashila,/p/manashila.html,"Purified arsenic disulphide, used for respiratory diseases, skin conditions, and as a rejuvenator.",Kapha|Vata,Pitta,False,Tikta|Katu,Guru|Snigdha,Ushna,Katu,rasayan|Kasahara|Lekhana,OBSERVED:AMIDHA_CC_BY_4_0
A0356,Tuttha,/p/tuttha.html,Purified copper sulphate is used in minute doses as an emetic and for skin diseases.,Kapha|Vata,Pitta,False,Kashaya|Katu,Laghu|Tikshna,Ushna,Katu,Vamana|Lekhana|Kushtaghna,OBSERVED:AMIDHA_CC_BY_4_0
A0357,Agastya,/p/agastya.html,Sesbania grandiflora flowers and leaves are used for their cooling properties and in treating night blindness.,Pitta,Vata|Kapha,False,Tikta,Laghu|Ruksha,Sheeta,Katu,Jwaraghna|Chakshushya,OBSERVED:AMIDHA_CC_BY_4_0
A0358,Amra Haridra,/p/amra-haridra.html,Mango Ginger (Curcuma amada) looks like ginger but smells like raw mango. It is a carminative and appetizer.,Pitta|Kapha,Vata,False,Tikta,Laghu,Sheeta,Madhura,Deepana|Pachana,OBSERVED:AMIDHA_CC_BY_4_0
A0359,Chavika,/p/chavika.html,"Piper chaba, a relative of Pippali, is a potent digestive stimulant used to treat indigestion and abdominal pain.",Vata|Kapha,Pitta,False,Katu,Laghu|Ruksha,Ushna,Katu,Deepana|Pachana|Shoolaghna,OBSERVED:AMIDHA_CC_BY_4_0
A0360,Raktamoola,/p/raktamoola.html,The red variety of Chitrak (Plumbago rosea) is a more potent digestive and metabolic stimulant.,Kapha|Vata,Pitta,False,Katu,Laghu|Tikshna,Ushna,Katu,Deepana|Pachana|Lekhana,OBSERVED:AMIDHA_CC_BY_4_0
A0361,Swarna Bhasma,/p/swarna-bhasma.html,"The legendary ash of purified Gold, considered the ultimate rejuvenator (rasayana) for promoting longevity, immunity, and intellect.",tridosha,,True,Madhura|Kashaya,Guru|Snigdha,Sheeta,Madhura,rasayan|Medhya|Hridaya|Vrishya,OBSERVED:AMIDHA_CC_BY_4_0
A0362,Raupya Bhasma,/p/raupya-bhasma.html,"Purified Silver ash is a powerful nervine tonic and cooling agent, used for neurological and Pitta-related disorders.",Vata|Pitta,Kapha,False,Kashaya|Amla,Snigdha,Sheeta,Madhura,Medhya|rasayan|Balya,OBSERVED:AMIDHA_CC_BY_4_0
A0363,Kasis Bhasma,/p/kasis-bhasma.html,"Purified Ferrous Sulfate ash is a potent hematinic, used to treat anemia and support liver and spleen health.",Kapha|Vata,Pitta,False,Kashaya|Amla,Guru,Ushna,Katu,Raktavardhak|Yakrituttejaka,OBSERVED:AMIDHA_CC_BY_4_0
A0364,Giloy Satva,/p/giloy-satva.html,"A starch extract of Giloy, it is a highly concentrated immunomodulator and febrifuge, gentle on the stomach.",Pitta,Vata,False,Madhura,Laghu|Snigdha,Sheeta,Madhura,Jwaraghna|rasayan|Deepana,OBSERVED:AMIDHA_CC_BY_4_0
A0365,Amra Beeja,/p/amra-beeja.html,"Mango seed is a powerful astringent, used to control diarrhea, dysentery, and bleeding disorders.",Pitta|Kapha,Vata,False,Kashaya,Laghu|Ruksha,Sheeta,Katu,Grahi|Raktastambhana,OBSERVED:AMIDHA_CC_BY_4_0
A0366,Jambu Beeja,/p/jambu-beeja.html,The seed of Jamun fruit is a specific remedy for managing diabetes and has strong astringent properties.,Pitta|Kapha,Vata,False,Kashaya,Laghu|Ruksha,Sheeta,Katu,Pramehaghna|Grahi,OBSERVED:AMIDHA_CC_BY_4_0
A0367,Dadima Twak,/p/dadima-twak.html,"Pomegranate rind is a potent astringent used for treating diarrhea, dysentery, and intestinal parasites.",Pitta|Kapha,Vata,False,Kashaya,Laghu|Ruksha,Ushna,Katu,Grahi|Krimighna,OBSERVED:AMIDHA_CC_BY_4_0
A0368,Nimba Patra,/p/nimba-patra.html,"Neem leaf is a premier blood purifier and anti-bacterial herb, used for skin diseases, fever, and dental health.",Pitta|Kapha,Vata,False,Tikta,Laghu|Ruksha,Sheeta,Katu,Kushtaghna|Jwaraghna|Raktashodhak,OBSERVED:AMIDHA_CC_BY_4_0
A0369,Bilva Majja,/p/bilva-majja.html,"The pulp of unripe Bael fruit is a powerful astringent for chronic diarrhea, while ripe fruit pulp is a laxative.",Vata|Kapha,Pitta,False,Kashaya|Tikta,Laghu|Ruksha,Ushna,Katu,Grahi|Deepana|Pachana,OBSERVED:AMIDHA_CC_BY_4_0
A0370,Mudgaparni,/p/mudgaparni.html,"Vigna trilobata is a cooling, strengthening herb, considered a rejuvenative (rasayana) and aphrodisiac.",Vata|Pitta,Kapha,False,Madhura,Laghu|Snigdha,Sheeta,Madhura,Jivaniya|Vrishya|Chakshushya,OBSERVED:AMIDHA_CC_BY_4_0
A0371,Mashaparni,/p/mashaparni.html,"Teramnus labialis is a nutritive tonic used for building tissues, improving strength, and calming the nerves.",Vata|Pitta,Kapha,False,Madhura,Guru|Snigdha,Sheeta,Madhura,Brimhaniya|Balya|Shukrala,OBSERVED:AMIDHA_CC_BY_4_0
A0372,Nili,/p/nili.html,"Indigofera tinctoria (Indigo) is used for promoting hair growth, treating liver disorders, and as an anti-toxic.",Vata|Kapha,Pitta,False,Tikta,Ruksha,Ushna,Katu,Keshya|Vishaghna|Yakrituttejaka,OBSERVED:AMIDHA_CC_BY_4_0
A0373,Vrihi,/p/vrihi.html,"Rice is considered nourishing, strength-promoting, and easy to digest, forming the staple of an Ayurvedic diet.",Pitta,Vata|Kapha,False,Madhura,Guru|Snigdha,Sheeta,Madhura,Brimhaniya|Balya|Mutrala,OBSERVED:AMIDHA_CC_BY_4_0
A0374,Yavasa,/p/yavasa.html,"Alhagi camelorum is a cooling, astringent herb used for bleeding disorders and pacifying Pitta.",Pitta|Kapha,Vata,False,Madhura|Kashaya|Tikta,Laghu,Sheeta,Katu,Raktastambhana|Dahashamana,OBSERVED:AMIDHA_CC_BY_4_0
A0375,Utpala,/p/utpala.html,"The Blue Lotus (Nymphaea nouchali) is a cooling, calming herb for the heart and mind, used to relieve burning sensations.",Pitta,Vata|Kapha,False,Madhura|Kashaya,Laghu|Snigdha,Sheeta,Madhura,Hridaya|Dahashamana|rasayan,OBSERVED:AMIDHA_CC_BY_4_0
A0376,Shara,/p/shara.html,"Saccharum munja is a cooling diuretic, used in urinary tract disorders and to quench excessive thirst.",Vata|Pitta,Kapha,False,Madhura|Kashaya,Snigdha,Sheeta,Madhura,Mutrala|Raktapittahara,OBSERVED:AMIDHA_CC_BY_4_0
A0377,Shankhini,/p/shankhini.html,"Canscora decussata is a nervine tonic similar to Shankhpushpi, used for improving memory and intellect.",Vata|Pitta,Kapha,False,Tikta,Laghu|Snigdha,Ushna,Katu,Medhya|Virechana,OBSERVED:AMIDHA_CC_BY_4_0
A0378,Shana,/p/shana.html,Crotalaria juncea is used in Ayurveda for its astringent properties to manage bleeding disorders.,Pitta|Kapha,Vata,False,Kashaya,Ruksha,Sheeta,Katu,Raktastambhana,OBSERVED:AMIDHA_CC_BY_4_0
A0379,Shaka,/p/shaka.html,"Teak (Tectona grandis) wood is used for its cooling and astringent properties, helpful in skin and bleeding disorders.",Pitta|Kapha,Vata,False,Kashaya,Laghu|Ruksha,Sheeta,Katu,Grahi|Kushtaghna,OBSERVED:AMIDHA_CC_BY_4_0
A0380,Renuka,/p/renuka.html,"Vitex agnus-castus is renowned for its effect on female hormones, helping to regulate menstruation.",Vata|Kapha,Pitta,False,Katu|Tikta,Laghu|Ruksha,Ushna,Katu,Deepana|Vatahara,OBSERVED:AMIDHA_CC_BY_4_0
A0381,Prativisha,/p/prativisha.html,"Aconitum palmatum is a non-toxic variety of Aconite, used as an alternative to Ativisha for fever and digestion.",Pitta|Kapha,Vata,False,Tikta,Laghu|Ruksha,Ushna,Katu,Deepana|Jwaraghna,OBSERVED:AMIDHA_CC_BY_4_0
A0382,Prapunnada,/p/prapunnada.html,"Cassia tora (Chakramarda) is a potent herb for treating skin diseases, especially fungal infections like ringworm.",Vata|Kapha,Pitta,False,Katu,Laghu|Ruksha,Ushna,Katu,Kushtaghna|Krimighna,OBSERVED:AMIDHA_CC_BY_4_0
A0383,Nadi Hingu,/p/nadi-hingu.html,"Gardenia gummifera resin is used as an antispasmodic and for digestive complaints, similar to Hingu.",Vata|Kapha,Pitta,False,Katu|Tikta,Laghu|Tikshna,Ushna,Katu,Shoolaghna|Deepana,OBSERVED:AMIDHA_CC_BY_4_0
A0384,Lata Kasturi,/p/lata-kasturi.html,Abelmoschus moschatus seeds are an aphrodisiac and are used as a tonic for the urinary system.,Vata|Pitta,Kapha,False,Madhura|Tikta,Laghu|Snigdha,Sheeta,Madhura,Vrishya|Mutrala,OBSERVED:AMIDHA_CC_BY_4_0
A0385,Lakuca,/p/lakuca.html,Artocarpus lakoocha is an astringent fruit used to improve digestion and act as a liver tonic.,Kapha|Pitta,Vata,False,Amla|Kashaya,Guru,Ushna,Amla,Deepana|Yakrituttejaka,OBSERVED:AMIDHA_CC_BY_4_0
A0386,Karnikara,/p/karnikara.html,Pterospermum acerifolium is used for its anti-inflammatory and wound-healing properties.,Pitta|Kapha,Vata,False,Kashaya,Laghu|Ruksha,Sheeta,Katu,Shothahara|Vranaropana,OBSERVED:AMIDHA_CC_BY_4_0
A0387,Kankataka,/p/kankataka.html,Flacourtia indica is used as a digestive stimulant and for treating cough and respiratory ailments.,Vata|Kapha,Pitta,False,Amla,Laghu,Ushna,Amla,Deepana|Kasahara,OBSERVED:AMIDHA_CC_BY_4_0
A0388,Kalamba,/p/kalamba.html,Ipomoea reptans is a leafy green that promotes lactation and acts as a general tonic.,Vata|Pitta,Kapha,False,Madhura,Guru|Snigdha,Sheeta,Madhura,Stanyajanana|Balya,OBSERVED:AMIDHA_CC_BY_4_0
A0389,Kakatikta,/p/kakatikta.html,"Luffa amara, a wild variety of Luffa, is a potent liver stimulant and purgative.",Pitta|Kapha,Vata,False,Tikta,Laghu|Tikshna,Ushna,Katu,Yakrituttejaka|Virechana,OBSERVED:AMIDHA_CC_BY_4_0
A0390,Kadara,/p/kadara.html,"Acacia suma, a variety of Khadira, is used for its potent effects on skin diseases.",Pitta|Kapha,Vata,False,Kashaya|Tikta,Laghu|Ruksha,Sheeta,Katu,Kushtaghna|Raktashodhak,OBSERVED:AMIDHA_CC_BY_4_0
A0391,Jalavetasa,/p/jalavetasa.html,Salix tetrasperma is an anti-inflammatory and analgesic herb used for pain and swelling.,Pitta|Kapha,Vata,False,Tikta,Laghu,Sheeta,Katu,Shothahara|Vedanasthapana,OBSERVED:AMIDHA_CC_BY_4_0
A0392,Hijal,/p/hijal.html,Barringtonia acutangula is an astringent used for treating diarrhea and bleeding disorders.,Pitta|Kapha,Vata,False,Kashaya|Katu,Laghu|Ruksha,Sheeta,Katu,Grahi|Raktastambhana,OBSERVED:AMIDHA_CC_BY_4_0
A0393,Hastikarna Palasha,/p/hastikarna-palasha.html,"Leea macrophylla is used for its anti-inflammatory and diuretic properties, especially in filariasis.",Kapha|Vata,Pitta,False,Kashaya,Laghu|Ruksha,Ushna,Katu,Shothahara|Krimighna,OBSERVED:AMIDHA_CC_BY_4_0
